GT	type	size	error	etype	correct.bkpt	sample
het	INS	52	9	location/seq	TRUE	s1
het	INS	66	2	location/seq	TRUE	s1
hom	INS	251	12	location/seq	TRUE	s1
het	INS	355	5	location/seq	TRUE	s1
het	INS	580	2	location/seq	TRUE	s1
het	INS	703	5	location/seq	TRUE	s1
het	INS	1370	11	location/seq	TRUE	s1
het	INS	329	10	location/seq	TRUE	s1
het	INS	124	6	location/seq	TRUE	s1
het	INS	412	2	location/seq	TRUE	s1
hom	INS	300	3	location/seq	TRUE	s1
hom	INS	81	5	location/seq	TRUE	s1
hom	INS	72	9	location/seq	TRUE	s1
het	INS	465	6	location/seq	TRUE	s1
hom	INS	160	5	location/seq	TRUE	s1
het	INS	61	2	location/seq	TRUE	s1
hom	INS	59	6	location/seq	TRUE	s1
het	INS	66	5	location/seq	TRUE	s1
het	INS	325	4	location/seq	TRUE	s1
hom	INS	76	1	location/seq	TRUE	s1
het	INS	294	9	location/seq	TRUE	s1
het	INS	80	10	location/seq	TRUE	s1
hom	INS	72	6	location/seq	TRUE	s1
hom	INS	73	6	location/seq	TRUE	s1
het	INS	823	8	location/seq	TRUE	s1
hom	INS	96	5	location/seq	TRUE	s1
het	INS	52	10	location/seq	TRUE	s1
het	INS	2364	1	location/seq	TRUE	s1
hom	INS	146	7	location/seq	TRUE	s1
het	INS	168	8	location/seq	TRUE	s1
het	INS	79	6	location/seq	TRUE	s1
het	INS	188	1	location/seq	TRUE	s1
het	INS	101	5	location/seq	TRUE	s1
het	INS	103	2	location/seq	TRUE	s1
het	INS	370	6	location/seq	TRUE	s1
hom	INS	60	7	location/seq	TRUE	s1
hom	INS	159	7	location/seq	TRUE	s1
hom	INS	69	7	location/seq	TRUE	s1
het	INS	1301	9	location/seq	TRUE	s1
hom	INS	78	9	location/seq	TRUE	s1
hom	INS	387	8	location/seq	TRUE	s1
hom	INS	94	6	location/seq	TRUE	s1
het	INS	146	5	location/seq	TRUE	s1
het	INS	73	3	location/seq	TRUE	s1
hom	INS	319	3	location/seq	TRUE	s1
hom	INS	61	1	location/seq	FALSE	s1
hom	INS	219	2	location/seq	TRUE	s1
hom	INS	149	3	location/seq	FALSE	s1
hom	INS	208	6	location/seq	TRUE	s1
het	INS	127	2	location/seq	FALSE	s1
het	INS	56	6	location/seq	FALSE	s1
hom	INS	51	10	location/seq	TRUE	s1
het	INS	221	6	location/seq	TRUE	s1
hom	INS	167	11	location/seq	TRUE	s1
het	INS	3119	8	location/seq	TRUE	s1
het	INS	139	11	location/seq	TRUE	s1
het	INS	113	5	location/seq	FALSE	s1
hom	INS	102	9	location/seq	TRUE	s1
hom	INS	197	7	location/seq	TRUE	s1
hom	INS	69	6	location/seq	TRUE	s1
het	INS	2468	7	location/seq	TRUE	s1
hom	INS	978	5	location/seq	TRUE	s1
het	INS	6059	7	location/seq	TRUE	s1
hom	INS	51	11	location/seq	TRUE	s1
het	INS	1919	8	location/seq	TRUE	s1
het	INS	133	4	location/seq	TRUE	s1
hom	INS	133	5	location/seq	TRUE	s1
het	INS	417	9	location/seq	TRUE	s1
hom	INS	190	4	location/seq	TRUE	s1
het	INS	797	3	location/seq	TRUE	s1
het	INS	145	1	location/seq	TRUE	s1
hom	INS	95	7	location/seq	TRUE	s1
hom	INS	593	1	location/seq	TRUE	s1
het	INS	740	9	location/seq	TRUE	s1
het	INS	58	6	location/seq	TRUE	s1
hom	INS	54	6	location/seq	TRUE	s1
hom	INS	109	3	location/seq	TRUE	s1
het	INS	9585	4	location/seq	TRUE	s1
het	INS	390	7	location/seq	TRUE	s1
hom	INS	110	7	location/seq	TRUE	s1
het	INS	81	6	location/seq	TRUE	s1
het	INS	73	1	location/seq	TRUE	s1
hom	INS	54	4	location/seq	TRUE	s1
hom	INS	132	11	location/seq	TRUE	s1
het	INS	70	7	location/seq	TRUE	s1
hom	INS	786	7	location/seq	TRUE	s1
het	INS	103	8	location/seq	TRUE	s1
hom	INS	234	5	location/seq	TRUE	s1
hom	INS	100	11	location/seq	TRUE	s1
hom	INS	53	10	location/seq	TRUE	s1
hom	INS	229	11	location/seq	TRUE	s1
het	INS	61	9	location/seq	TRUE	s1
hom	INS	67	6	location/seq	TRUE	s1
hom	INS	97	6	location/seq	FALSE	s1
hom	INS	867	11	location/seq	TRUE	s1
het	INS	87	3	location/seq	TRUE	s1
het	INS	95	3	location/seq	TRUE	s1
het	INS	315	11	location/seq	TRUE	s1
het	INS	369	8	location/seq	TRUE	s1
hom	INS	95	10	location/seq	TRUE	s1
hom	INS	215	8	location/seq	TRUE	s1
hom	INS	52	4	location/seq	TRUE	s1
het	INS	203	6	location/seq	TRUE	s1
hom	INS	63	2	location/seq	TRUE	s1
hom	INS	625	8	location/seq	TRUE	s1
hom	INS	443	5	location/seq	TRUE	s1
hom	INS	111	8	location/seq	TRUE	s1
het	INS	91	10	location/seq	TRUE	s1
hom	INS	117	2	location/seq	TRUE	s1
het	INS	239	9	location/seq	FALSE	s1
hom	INS	70	5	location/seq	TRUE	s1
het	INS	1385	2	location/seq	TRUE	s1
hom	INS	82	9	location/seq	TRUE	s1
hom	INS	449	6	location/seq	TRUE	s1
het	INS	129	1	location/seq	TRUE	s1
het	INS	55	8	location/seq	TRUE	s1
het	INS	1785	11	location/seq	TRUE	s1
hom	INS	324	9	location/seq	TRUE	s1
hom	INS	280	8	location/seq	TRUE	s1
het	INS	510	2	location/seq	TRUE	s1
hom	INS	147	8	location/seq	TRUE	s1
hom	INS	70	3	location/seq	TRUE	s1
het	INS	317	4	location/seq	TRUE	s1
het	INS	1329	10	location/seq	FALSE	s1
het	INS	51	1	location/seq	TRUE	s1
het	INS	162	10	location/seq	TRUE	s1
het	INS	146	10	location/seq	TRUE	s1
het	INS	77	5	location/seq	FALSE	s1
hom	INS	184	5	location/seq	TRUE	s1
het	INS	238	8	location/seq	TRUE	s1
het	INS	2972	4	location/seq	TRUE	s1
het	INS	176	5	location/seq	TRUE	s1
hom	INS	1557	11	location/seq	TRUE	s1
hom	INS	1040	3	location/seq	TRUE	s1
hom	INS	118	4	location/seq	TRUE	s1
het	INS	74	7	location/seq	TRUE	s1
hom	INS	3664	2	location/seq	TRUE	s1
hom	INS	120	11	location/seq	TRUE	s1
hom	INS	70	4	location/seq	TRUE	s1
hom	INS	156	1	location/seq	TRUE	s1
het	INS	93	8	location/seq	TRUE	s1
hom	INS	56	6	location/seq	TRUE	s1
het	INS	85	10	location/seq	FALSE	s1
hom	INS	751	2	location/seq	TRUE	s1
het	INS	53	10	location/seq	FALSE	s1
hom	INS	148	5	location/seq	TRUE	s1
het	INS	123	12	location/seq	TRUE	s1
hom	INS	113	11	location/seq	TRUE	s1
het	INS	329	7	location/seq	TRUE	s1
het	INS	101	9	location/seq	TRUE	s1
hom	INS	107	3	location/seq	TRUE	s1
het	INS	541	7	location/seq	TRUE	s1
het	INS	199	8	location/seq	TRUE	s1
hom	INS	130	8	location/seq	TRUE	s1
hom	INS	188	4	location/seq	TRUE	s1
het	INS	115	6	location/seq	FALSE	s1
het	INS	993	9	location/seq	TRUE	s1
het	INS	66	11	location/seq	TRUE	s1
hom	INS	3993	8	location/seq	TRUE	s1
het	INS	228	3	location/seq	TRUE	s1
het	INS	369	8	location/seq	TRUE	s1
hom	INS	89	8	location/seq	TRUE	s1
hom	INS	329	2	location/seq	TRUE	s1
het	INS	69	2	location/seq	TRUE	s1
hom	INS	71	10	location/seq	TRUE	s1
het	INS	775	10	location/seq	TRUE	s1
hom	INS	230	5	location/seq	TRUE	s1
het	INS	351	10	location/seq	TRUE	s1
het	INS	130	5	location/seq	TRUE	s1
het	INS	164	4	location/seq	TRUE	s1
het	INS	71	3	location/seq	TRUE	s1
het	INS	111	12	location/seq	TRUE	s1
hom	INS	76	10	location/seq	TRUE	s1
het	INS	1006	7	location/seq	TRUE	s1
hom	INS	146	5	location/seq	TRUE	s1
hom	INS	215	8	location/seq	TRUE	s1
het	INS	692	5	location/seq	TRUE	s1
het	INS	269	3	location/seq	TRUE	s1
hom	INS	62	6	location/seq	TRUE	s1
hom	INS	493	8	location/seq	TRUE	s1
hom	INS	128	8	location/seq	TRUE	s1
het	INS	82	6	location/seq	TRUE	s1
hom	INS	347	9	location/seq	TRUE	s1
hom	INS	235	8	location/seq	TRUE	s1
hom	INS	196	5	location/seq	TRUE	s1
het	INS	177	3	location/seq	TRUE	s1
hom	INS	130	11	location/seq	TRUE	s1
hom	INS	274	5	location/seq	TRUE	s1
het	INS	93	7	location/seq	TRUE	s1
het	INS	409	2	location/seq	TRUE	s1
hom	INS	69	7	location/seq	TRUE	s1
hom	INS	105	3	location/seq	TRUE	s1
het	INS	80	3	location/seq	TRUE	s1
het	INS	58	2	location/seq	TRUE	s1
hom	INS	82	4	location/seq	TRUE	s1
het	INS	82	3	location/seq	TRUE	s1
hom	INS	454	10	location/seq	TRUE	s1
hom	INS	3844	8	location/seq	FALSE	s1
het	INS	177	3	location/seq	TRUE	s1
het	INS	67	9	location/seq	TRUE	s1
het	INS	56	4	location/seq	TRUE	s1
hom	INS	86	11	location/seq	TRUE	s1
het	INS	114	10	location/seq	TRUE	s1
het	INS	427	3	location/seq	TRUE	s1
hom	INS	61	10	location/seq	TRUE	s1
hom	INS	349	7	location/seq	TRUE	s1
hom	INS	57	7	location/seq	TRUE	s1
hom	INS	88	2	location/seq	TRUE	s1
het	INS	73	1	location/seq	TRUE	s1
hom	INS	237	3	location/seq	TRUE	s1
hom	INS	2741	4	location/seq	TRUE	s1
het	INS	115	9	location/seq	TRUE	s1
hom	INS	189	6	location/seq	TRUE	s1
het	INS	299	11	location/seq	TRUE	s1
hom	INS	304	4	location/seq	TRUE	s1
het	INS	126	8	location/seq	TRUE	s1
hom	INS	61	9	location/seq	FALSE	s1
hom	INS	115	5	location/seq	TRUE	s1
het	INS	58	1	location/seq	TRUE	s1
hom	INS	68	3	location/seq	TRUE	s1
hom	INS	130	3	location/seq	TRUE	s1
het	INS	322	8	location/seq	TRUE	s1
hom	INS	77	9	location/seq	TRUE	s1
hom	INS	98	6	location/seq	TRUE	s1
het	INS	258	9	location/seq	TRUE	s1
het	INS	127	6	location/seq	TRUE	s1
hom	INS	182	2	location/seq	TRUE	s1
het	INS	346	5	location/seq	TRUE	s1
hom	INS	312	10	location/seq	TRUE	s1
hom	INS	6355	7	location/seq	TRUE	s1
hom	INS	210	9	location/seq	TRUE	s1
het	INS	335	6	location/seq	TRUE	s1
het	INS	79	11	location/seq	TRUE	s1
het	INS	77	12	location/seq	TRUE	s1
hom	INS	64	12	location/seq	TRUE	s1
hom	INS	6080	5	location/seq	FALSE	s1
hom	INS	1375	3	location/seq	TRUE	s1
het	INS	122	4	location/seq	TRUE	s1
hom	INS	90	9	location/seq	TRUE	s1
hom	INS	185	8	location/seq	FALSE	s1
het	INS	120	10	location/seq	FALSE	s1
hom	INS	644	8	location/seq	TRUE	s1
het	INS	235	11	location/seq	TRUE	s1
hom	INS	332	4	location/seq	TRUE	s1
hom	INS	537	6	location/seq	TRUE	s1
het	INS	84	8	location/seq	TRUE	s1
het	INS	91	8	location/seq	TRUE	s1
het	INS	117	11	location/seq	TRUE	s1
hom	INS	79	6	location/seq	TRUE	s1
hom	INS	532	8	location/seq	TRUE	s1
het	INS	76	2	location/seq	TRUE	s1
hom	INS	125	7	location/seq	TRUE	s1
het	INS	287	3	location/seq	TRUE	s1
het	INS	61	10	location/seq	FALSE	s1
hom	INS	161	7	location/seq	TRUE	s1
hom	INS	323	6	location/seq	TRUE	s1
het	INS	88	3	location/seq	TRUE	s1
hom	INS	1738	1	location/seq	TRUE	s1
het	INS	72	6	location/seq	TRUE	s1
het	INS	57	4	location/seq	TRUE	s1
hom	INS	204	3	location/seq	TRUE	s1
het	INS	52	3	location/seq	TRUE	s1
het	INS	79	10	location/seq	TRUE	s1
het	INS	82	4	location/seq	TRUE	s1
hom	INS	676	3	location/seq	TRUE	s1
hom	INS	185	3	location/seq	TRUE	s1
het	INS	157	7	location/seq	TRUE	s1
hom	INS	154	6	location/seq	TRUE	s1
het	INS	118	5	location/seq	TRUE	s1
het	INS	328	8	location/seq	TRUE	s1
hom	INS	59	11	location/seq	TRUE	s1
het	INS	670	4	location/seq	TRUE	s1
het	INS	104	12	location/seq	TRUE	s1
het	INS	740	5	location/seq	TRUE	s1
het	INS	328	6	location/seq	TRUE	s1
het	INS	64	3	location/seq	TRUE	s1
hom	INS	129	10	location/seq	TRUE	s1
het	INS	56	5	location/seq	TRUE	s1
hom	INS	127	9	location/seq	TRUE	s1
hom	INS	105	5	location/seq	TRUE	s1
hom	INS	431	5	location/seq	TRUE	s1
hom	INS	324	9	location/seq	TRUE	s1
het	INS	62	6	location/seq	TRUE	s1
het	INS	131	4	location/seq	TRUE	s1
het	INS	149	4	location/seq	FALSE	s1
het	INS	59	8	location/seq	TRUE	s1
hom	INS	85	6	location/seq	TRUE	s1
hom	INS	247	8	location/seq	TRUE	s1
hom	INS	97	3	location/seq	TRUE	s1
hom	INS	123	7	location/seq	TRUE	s1
hom	INS	1952	6	location/seq	TRUE	s1
hom	INS	14854	6	location/seq	TRUE	s1
het	INS	53	4	location/seq	TRUE	s1
het	INS	58	11	location/seq	TRUE	s1
hom	INS	902	11	location/seq	TRUE	s1
hom	INS	57	5	location/seq	TRUE	s1
hom	INS	61	11	location/seq	TRUE	s1
het	INS	703	7	location/seq	TRUE	s1
hom	INS	377	3	location/seq	FALSE	s1
het	INS	61	5	location/seq	FALSE	s1
het	INS	245	1	location/seq	TRUE	s1
hom	INS	414	5	location/seq	TRUE	s1
hom	INS	70	6	location/seq	TRUE	s1
het	INS	92	7	location/seq	TRUE	s1
het	INS	354	10	location/seq	TRUE	s1
hom	INS	143	7	location/seq	TRUE	s1
het	INS	54	3	location/seq	TRUE	s1
het	INS	54	7	location/seq	TRUE	s1
het	INS	425	11	location/seq	TRUE	s1
hom	INS	93	3	location/seq	TRUE	s1
hom	INS	54	11	location/seq	TRUE	s1
hom	INS	384	7	location/seq	TRUE	s1
het	INS	132	7	location/seq	TRUE	s1
het	INS	90	3	location/seq	TRUE	s1
hom	INS	56	4	location/seq	TRUE	s1
hom	INS	138	5	location/seq	TRUE	s1
hom	INS	193	3	location/seq	TRUE	s1
hom	INS	3897	8	location/seq	TRUE	s1
het	INS	689	7	location/seq	TRUE	s1
het	INS	154	8	location/seq	TRUE	s1
hom	INS	271	6	location/seq	TRUE	s1
hom	INS	424	3	location/seq	TRUE	s1
hom	INS	137	4	location/seq	TRUE	s1
hom	INS	140	5	location/seq	TRUE	s1
het	INS	147	5	location/seq	TRUE	s1
hom	INS	136	8	location/seq	TRUE	s1
het	INS	52	5	location/seq	TRUE	s1
het	INS	186	11	location/seq	TRUE	s1
hom	INS	175	9	location/seq	TRUE	s1
hom	INS	321	4	location/seq	TRUE	s1
het	INS	104	6	location/seq	TRUE	s1
hom	INS	320	10	location/seq	TRUE	s1
hom	INS	73	2	location/seq	TRUE	s1
hom	INS	60	5	location/seq	TRUE	s1
hom	INS	686	12	location/seq	TRUE	s1
het	INS	140	10	location/seq	FALSE	s1
het	INS	5213	3	location/seq	TRUE	s1
het	INS	542	3	location/seq	TRUE	s1
hom	INS	195	6	location/seq	TRUE	s1
hom	INS	527	10	location/seq	TRUE	s1
het	INS	186	9	location/seq	TRUE	s1
hom	INS	52	11	location/seq	TRUE	s1
het	INS	77	9	location/seq	TRUE	s1
hom	INS	109	9	location/seq	TRUE	s1
het	INS	1863	7	location/seq	TRUE	s1
het	INS	91	9	location/seq	TRUE	s1
het	INS	142	5	location/seq	TRUE	s1
het	INS	150	3	location/seq	TRUE	s1
hom	INS	323	4	location/seq	TRUE	s1
het	INS	330	10	location/seq	TRUE	s1
hom	INS	221	4	location/seq	TRUE	s1
het	INS	313	6	location/seq	TRUE	s1
hom	INS	422	5	location/seq	TRUE	s1
hom	INS	885	9	location/seq	TRUE	s1
het	INS	280	9	location/seq	TRUE	s1
hom	INS	175	5	location/seq	TRUE	s1
hom	INS	325	4	location/seq	TRUE	s1
het	INS	63	6	location/seq	TRUE	s1
hom	INS	146	5	location/seq	TRUE	s1
het	INS	136	8	location/seq	TRUE	s1
het	INS	722	3	location/seq	TRUE	s1
hom	INS	845	11	location/seq	TRUE	s1
hom	INS	153	1	location/seq	TRUE	s1
het	INS	287	9	location/seq	TRUE	s1
het	INS	791	8	location/seq	TRUE	s1
hom	INS	304	7	location/seq	TRUE	s1
hom	INS	129	5	location/seq	TRUE	s1
het	INS	188	12	location/seq	TRUE	s1
hom	INS	144	10	location/seq	TRUE	s1
het	INS	97	5	location/seq	TRUE	s1
hom	INS	90	8	location/seq	TRUE	s1
het	INS	150	2	location/seq	TRUE	s1
hom	INS	112	5	location/seq	TRUE	s1
hom	INS	77	11	location/seq	TRUE	s1
hom	INS	459	6	location/seq	TRUE	s1
het	INS	303	3	location/seq	TRUE	s1
hom	INS	205	5	location/seq	TRUE	s1
het	INS	133	4	location/seq	TRUE	s1
hom	INS	142	10	location/seq	TRUE	s1
hom	INS	78	5	location/seq	TRUE	s1
het	INS	55	4	location/seq	TRUE	s1
het	INS	74	11	location/seq	TRUE	s1
hom	INS	78	2	location/seq	TRUE	s1
hom	INS	52	9	location/seq	TRUE	s1
het	INS	149	11	location/seq	TRUE	s1
hom	INS	53	8	location/seq	TRUE	s1
hom	INS	457	6	location/seq	TRUE	s1
hom	INS	2478	3	location/seq	TRUE	s1
het	INS	121	3	location/seq	TRUE	s1
het	INS	1477	7	location/seq	TRUE	s1
het	INS	246	1	location/seq	TRUE	s1
hom	INS	2145	8	location/seq	TRUE	s1
het	INS	78	3	location/seq	TRUE	s1
hom	INS	107	6	location/seq	FALSE	s1
hom	INS	149	6	location/seq	TRUE	s1
hom	INS	59	7	location/seq	TRUE	s1
het	INS	53	2	location/seq	TRUE	s1
het	INS	120	6	location/seq	TRUE	s1
het	INS	180	9	location/seq	TRUE	s1
hom	INS	54	4	location/seq	TRUE	s1
het	INS	88	8	location/seq	TRUE	s1
het	INS	62	3	location/seq	TRUE	s1
hom	INS	523	10	location/seq	TRUE	s1
hom	INS	690	5	location/seq	TRUE	s1
het	INS	57	10	location/seq	TRUE	s1
het	INS	70	9	location/seq	TRUE	s1
het	INS	109	7	location/seq	TRUE	s1
het	INS	173	8	location/seq	TRUE	s1
hom	INS	69	10	location/seq	TRUE	s1
het	INS	2152	10	location/seq	TRUE	s1
het	INS	155	8	location/seq	TRUE	s1
hom	INS	146	9	location/seq	TRUE	s1
hom	INS	53	4	location/seq	TRUE	s1
het	INS	151	8	location/seq	TRUE	s1
hom	INS	55	10	location/seq	TRUE	s1
hom	INS	322	6	location/seq	TRUE	s1
hom	INS	341	6	location/seq	TRUE	s1
hom	INS	90	7	location/seq	TRUE	s1
het	INS	141	10	location/seq	TRUE	s1
het	INS	1319	7	location/seq	TRUE	s1
hom	INS	585	11	location/seq	TRUE	s1
het	INS	83	2	location/seq	FALSE	s1
het	INS	127	5	location/seq	TRUE	s1
het	INS	160	10	location/seq	TRUE	s1
hom	INS	98	7	location/seq	TRUE	s1
hom	INS	448	5	location/seq	TRUE	s1
het	INS	292	8	location/seq	TRUE	s1
hom	INS	79	6	location/seq	TRUE	s1
hom	INS	56	8	location/seq	TRUE	s1
hom	INS	148	6	location/seq	FALSE	s1
hom	INS	85	3	location/seq	TRUE	s1
hom	INS	505	12	location/seq	TRUE	s1
het	INS	190	8	location/seq	TRUE	s1
het	INS	266	3	location/seq	TRUE	s1
het	INS	53	10	location/seq	TRUE	s1
het	INS	154	12	location/seq	TRUE	s1
het	INS	764	3	location/seq	TRUE	s1
hom	INS	135	7	location/seq	TRUE	s1
het	INS	489	6	location/seq	TRUE	s1
hom	INS	173	8	location/seq	TRUE	s1
het	INS	325	4	location/seq	TRUE	s1
hom	INS	112	7	location/seq	TRUE	s1
hom	INS	401	8	location/seq	TRUE	s1
hom	INS	422	4	location/seq	TRUE	s1
het	INS	628	8	location/seq	TRUE	s1
hom	INS	172	2	location/seq	TRUE	s1
hom	INS	65	3	location/seq	TRUE	s1
hom	INS	69	10	location/seq	TRUE	s1
hom	INS	90	9	location/seq	TRUE	s1
het	INS	160	9	location/seq	TRUE	s1
het	INS	534	8	location/seq	TRUE	s1
het	INS	101	3	location/seq	FALSE	s1
het	INS	160	8	location/seq	TRUE	s1
het	INS	4456	10	location/seq	TRUE	s1
het	INS	164	7	location/seq	TRUE	s1
het	INS	1938	5	location/seq	TRUE	s1
hom	INS	124	5	location/seq	TRUE	s1
het	INS	414	3	location/seq	TRUE	s1
het	INS	87	5	location/seq	TRUE	s1
het	INS	100	3	location/seq	TRUE	s1
hom	INS	665	10	location/seq	TRUE	s1
het	INS	1771	7	location/seq	TRUE	s1
het	INS	71	7	location/seq	TRUE	s1
het	INS	344	3	location/seq	TRUE	s1
hom	INS	103	9	location/seq	TRUE	s1
hom	INS	399	8	location/seq	TRUE	s1
hom	INS	160	2	location/seq	TRUE	s1
het	INS	308	6	location/seq	TRUE	s1
het	INS	63	4	location/seq	TRUE	s1
het	INS	234	7	location/seq	TRUE	s1
hom	INS	120	9	location/seq	TRUE	s1
hom	INS	299	8	location/seq	TRUE	s1
het	INS	136	4	location/seq	TRUE	s1
het	INS	292	11	location/seq	TRUE	s1
het	INS	133	9	location/seq	TRUE	s1
hom	INS	106	2	location/seq	TRUE	s1
het	INS	99	6	location/seq	TRUE	s1
het	INS	57	9	location/seq	TRUE	s1
het	INS	151	2	location/seq	TRUE	s1
hom	INS	65	8	location/seq	TRUE	s1
hom	INS	55	8	location/seq	TRUE	s1
hom	INS	241	7	location/seq	TRUE	s1
hom	INS	247	3	location/seq	TRUE	s1
het	INS	83	3	location/seq	TRUE	s1
hom	INS	550	10	location/seq	TRUE	s1
het	INS	306	3	location/seq	TRUE	s1
het	INS	62	9	location/seq	TRUE	s1
hom	INS	99	9	location/seq	FALSE	s1
hom	INS	67	4	location/seq	TRUE	s1
het	INS	2186	5	location/seq	TRUE	s1
het	INS	281	5	location/seq	TRUE	s1
het	INS	65	6	location/seq	TRUE	s1
het	INS	217	9	location/seq	TRUE	s1
het	INS	197	5	location/seq	FALSE	s1
hom	INS	58	7	location/seq	FALSE	s1
hom	INS	72	6	location/seq	TRUE	s1
het	INS	390	6	location/seq	TRUE	s1
hom	INS	1466	3	location/seq	TRUE	s1
het	INS	244	4	location/seq	TRUE	s1
het	INS	209	11	location/seq	TRUE	s1
het	INS	89	9	location/seq	TRUE	s1
hom	INS	154	4	location/seq	TRUE	s1
hom	INS	117	12	location/seq	TRUE	s1
hom	INS	217	1	location/seq	TRUE	s1
hom	INS	116	4	location/seq	TRUE	s1
het	INS	361	3	location/seq	TRUE	s1
hom	INS	210	5	location/seq	TRUE	s1
hom	INS	262	6	location/seq	TRUE	s1
hom	INS	873	8	location/seq	TRUE	s1
hom	INS	65	10	location/seq	TRUE	s1
het	INS	1680	5	location/seq	TRUE	s1
hom	INS	166	2	location/seq	TRUE	s1
hom	INS	51	9	location/seq	TRUE	s1
het	INS	78	8	location/seq	TRUE	s1
hom	INS	687	6	location/seq	TRUE	s1
hom	INS	52	4	location/seq	TRUE	s1
hom	INS	88	2	location/seq	TRUE	s1
hom	INS	148	4	location/seq	TRUE	s1
het	INS	117	10	location/seq	TRUE	s1
het	INS	70	9	location/seq	TRUE	s1
het	INS	97	2	location/seq	TRUE	s1
het	INS	333	3	location/seq	TRUE	s1
hom	INS	321	10	location/seq	TRUE	s1
het	INS	211	4	location/seq	TRUE	s1
hom	INS	650	12	location/seq	TRUE	s1
het	INS	679	5	location/seq	TRUE	s1
het	INS	174	6	location/seq	TRUE	s1
het	INS	456	7	location/seq	TRUE	s1
het	INS	105	2	location/seq	TRUE	s1
hom	INS	952	4	location/seq	TRUE	s1
hom	INS	73	10	location/seq	TRUE	s1
hom	INS	114	5	location/seq	TRUE	s1
hom	INS	545	9	location/seq	TRUE	s1
hom	INS	2524	4	location/seq	TRUE	s1
hom	INS	1747	11	location/seq	TRUE	s1
hom	INS	212	7	location/seq	TRUE	s1
hom	INS	110	2	location/seq	TRUE	s1
het	INS	94	5	location/seq	TRUE	s1
hom	DEL	93	10	start	TRUE	s1
het	DEL	221	4	both	FALSE	s1
het	DEL	1059	4	both	FALSE	s1
hom	DEL	107	6	both	FALSE	s1
hom	DEL	328	5	start	TRUE	s1
hom	DEL	2057	6	start	TRUE	s1
het	DEL	159	3	start	TRUE	s1
het	DEL	141	8	start	FALSE	s1
hom	DEL	247	4	both	TRUE	s1
hom	DEL	86	1	start	TRUE	s1
het	DEL	93	7	both	FALSE	s1
hom	DEL	91	5	start	TRUE	s1
het	DEL	128	10	start	TRUE	s1
het	DEL	106	1	start	TRUE	s1
hom	DEL	52	10	both	FALSE	s1
hom	DEL	75	2	start	TRUE	s1
hom	DEL	64	4	start	TRUE	s1
het	DEL	172	5	start	TRUE	s1
hom	DEL	221	8	both	FALSE	s1
hom	DEL	2362	1	start	TRUE	s1
het	DEL	90	7	start	TRUE	s1
hom	DEL	78	8	both	FALSE	s1
hom	DEL	74	10	both	FALSE	s1
hom	DEL	54	4	both	FALSE	s1
het	DEL	51	5	both	FALSE	s1
het	DEL	890	4	start	TRUE	s1
hom	DEL	3344	10	both	FALSE	s1
het	DEL	322	7	both	FALSE	s1
hom	DEL	91	9	start	FALSE	s1
het	DEL	64	3	start	TRUE	s1
hom	DEL	223	8	both	FALSE	s1
hom	DEL	56	3	start	TRUE	s1
hom	DEL	319	4	start	FALSE	s1
hom	DEL	84	3	both	FALSE	s1
het	DEL	67	10	start	FALSE	s1
hom	DEL	4066	9	both	FALSE	s1
hom	DEL	65	1	start	FALSE	s1
het	DEL	215	8	both	FALSE	s1
het	DEL	6073	2	both	FALSE	s1
hom	DEL	150	10	start	TRUE	s1
hom	DEL	85	4	start	TRUE	s1
hom	DEL	66	2	both	TRUE	s1
hom	DEL	82	8	start	TRUE	s1
het	DEL	51	3	both	TRUE	s1
hom	DEL	161	7	start	TRUE	s1
het	DEL	85	9	start	TRUE	s1
hom	DEL	53	2	start	TRUE	s1
het	DEL	206	7	both	FALSE	s1
het	DEL	152	4	start	FALSE	s1
het	DEL	119	10	start	FALSE	s1
het	DEL	172	3	start	TRUE	s1
hom	DEL	54	4	start	TRUE	s1
hom	DEL	61	5	both	FALSE	s1
hom	DEL	53	8	both	FALSE	s1
het	DEL	156	4	both	FALSE	s1
het	DEL	702	8	start	TRUE	s1
hom	DEL	79	7	start	TRUE	s1
hom	DEL	165	10	both	FALSE	s1
hom	DEL	557	9	both	FALSE	s1
hom	DEL	140	3	start	TRUE	s1
het	DEL	101	5	start	TRUE	s1
het	DEL	59	8	both	FALSE	s1
het	DEL	88	5	both	FALSE	s1
het	DEL	168	7	start	TRUE	s1
het	DEL	79	5	both	FALSE	s1
hom	DEL	128	10	start	TRUE	s1
het	DEL	332	8	start	TRUE	s1
hom	DEL	81	6	start	TRUE	s1
het	DEL	126	4	both	TRUE	s1
hom	DEL	57	4	both	FALSE	s1
hom	DEL	137	5	both	FALSE	s1
hom	DEL	120	3	start	TRUE	s1
het	DEL	523	2	both	FALSE	s1
hom	DEL	2449	1	start	TRUE	s1
het	DEL	269	7	start	TRUE	s1
hom	DEL	94	4	both	FALSE	s1
hom	DEL	325	10	start	TRUE	s1
het	DEL	195	5	start	TRUE	s1
het	DEL	74	8	start	FALSE	s1
het	DEL	305	9	start	TRUE	s1
hom	DEL	144	5	both	FALSE	s1
het	DEL	71	9	start	TRUE	s1
het	DEL	55	7	start	TRUE	s1
het	DEL	67	7	both	FALSE	s1
hom	DEL	3807	3	both	TRUE	s1
het	DEL	310	3	both	FALSE	s1
het	DEL	97	5	both	FALSE	s1
het	DEL	219	3	both	FALSE	s1
