type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
INS	0	0	0	16313	NA	0	NA	12	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	2864	2535	1230	8405	0.6996	0.2317	0.3481	12	hgsvc	svtyper	HG00733	all	geno	0.5
Total	2843	2508	1220	24745	0.6997	0.092	0.1626	14	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	14	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	2843	2508	1220	8432	0.6997	0.2293	0.3454	14	hgsvc	svtyper	HG00733	all	geno	0.5
Total	2779	2435	1193	24818	0.6996	0.0893	0.1584	21	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	21	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	2779	2435	1193	8505	0.6996	0.2226	0.3377	21	hgsvc	svtyper	HG00733	all	geno	0.5
Total	2727	2375	1176	24878	0.6987	0.0871	0.1549	27	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	27	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	2727	2375	1176	8565	0.6987	0.2171	0.3313	27	hgsvc	svtyper	HG00733	all	geno	0.5
Total	2647	2310	1129	24943	0.701	0.0848	0.1513	35	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	35	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	2647	2310	1129	8630	0.701	0.2112	0.3246	35	hgsvc	svtyper	HG00733	all	geno	0.5
Total	2587	2244	1098	25009	0.702	0.0823	0.1473	45	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	45	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	2587	2244	1098	8696	0.702	0.2051	0.3175	45	hgsvc	svtyper	HG00733	all	geno	0.5
Total	2555	2210	1072	25043	0.7044	0.0811	0.1455	50	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	50	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	2555	2210	1072	8730	0.7044	0.202	0.314	50	hgsvc	svtyper	HG00733	all	geno	0.5
Total	2486	2136	1034	25117	0.7062	0.0784	0.1411	60	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	60	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	2486	2136	1034	8804	0.7062	0.1952	0.3059	60	hgsvc	svtyper	HG00733	all	geno	0.5
Total	2371	2028	980	25225	0.7075	0.0744	0.1346	75	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	75	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	2371	2028	980	8912	0.7075	0.1854	0.2938	75	hgsvc	svtyper	HG00733	all	geno	0.5
Total	2236	1897	916	25356	0.7094	0.0696	0.1268	90	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	90	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	2236	1897	916	9043	0.7094	0.1734	0.2787	90	hgsvc	svtyper	HG00733	all	geno	0.5
Total	2185	1839	891	25414	0.7103	0.0675	0.1233	99	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	99	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	2185	1839	891	9101	0.7103	0.1681	0.2719	99	hgsvc	svtyper	HG00733	all	geno	0.5
Total	2150	1802	866	25451	0.7129	0.0661	0.121	110	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	110	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	2150	1802	866	9138	0.7129	0.1647	0.2676	110	hgsvc	svtyper	HG00733	all	geno	0.5
Total	2001	1669	799	25584	0.7146	0.0612	0.1127	133	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	133	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	2001	1669	799	9271	0.7146	0.1526	0.2515	133	hgsvc	svtyper	HG00733	all	geno	0.5
Total	1830	1520	722	25733	0.7171	0.0558	0.1035	167	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	167	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	1830	1520	722	9420	0.7171	0.1389	0.2327	167	hgsvc	svtyper	HG00733	all	geno	0.5
Total	1706	1415	685	25838	0.7135	0.0519	0.0968	180	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	180	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	1706	1415	685	9525	0.7135	0.1293	0.2189	180	hgsvc	svtyper	HG00733	all	geno	0.5
Total	1419	1152	560	26101	0.717	0.0423	0.0799	250	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	250	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	1419	1152	560	9788	0.717	0.1053	0.1836	250	hgsvc	svtyper	HG00733	all	geno	0.5
Total	1064	826	413	26427	0.7204	0.0303	0.0582	350	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	350	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	1064	826	413	10114	0.7204	0.0755	0.1367	350	hgsvc	svtyper	HG00733	all	geno	0.5
Total	838	626	293	26627	0.7409	0.023	0.0446	450	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	450	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	838	626	293	10314	0.7409	0.0572	0.1062	450	hgsvc	svtyper	HG00733	all	geno	0.5
Total	666	472	195	26781	0.7735	0.0173	0.0338	550	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	550	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	666	472	195	10468	0.7735	0.0431	0.0817	550	hgsvc	svtyper	HG00733	all	geno	0.5
Total	542	368	124	26885	0.8138	0.0135	0.0266	650	hgsvc	svtyper	HG00733	all	geno	0.5
INS	0	0	0	16313	NA	0	NA	650	hgsvc	svtyper	HG00733	all	geno	0.5
DEL	542	368	124	10572	0.8138	0.0336	0.0645	650	hgsvc	svtyper	HG00733	all	geno	0.5
Total	3168	2750	110	5833	0.9664	0.3204	0.4812	0	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	0	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	3168	2750	110	775	0.9664	0.7801	0.8633	0	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	3168	2750	110	5833	0.9664	0.3204	0.4812	2	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	2	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	3168	2750	110	775	0.9664	0.7801	0.8633	2	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	3168	2750	110	5833	0.9664	0.3204	0.4812	3	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	3	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	3168	2750	110	775	0.9664	0.7801	0.8633	3	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	3168	2750	110	5833	0.9664	0.3204	0.4812	4	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	4	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	3168	2750	110	775	0.9664	0.7801	0.8633	4	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	3156	2743	108	5840	0.9669	0.3196	0.4804	5	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	5	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	3156	2743	108	782	0.9669	0.7782	0.8623	5	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	3146	2737	106	5846	0.9674	0.3189	0.4797	7	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	7	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	3146	2737	106	788	0.9674	0.7765	0.8615	7	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	3127	2724	104	5859	0.9678	0.3174	0.478	10	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	10	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	3127	2724	104	801	0.9678	0.7728	0.8594	10	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	3127	2724	104	5859	0.9678	0.3174	0.478	12	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	12	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	3127	2724	104	801	0.9678	0.7728	0.8594	12	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	3117	2716	101	5867	0.9686	0.3164	0.477	14	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	14	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	3117	2716	101	809	0.9686	0.7705	0.8583	14	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	3078	2684	98	5899	0.9691	0.3127	0.4728	21	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	21	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	3078	2684	98	841	0.9691	0.7614	0.8528	21	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	3048	2665	96	5918	0.9695	0.3105	0.4704	27	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	27	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	3048	2665	96	860	0.9695	0.756	0.8495	27	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	2984	2614	90	5969	0.9707	0.3046	0.4637	35	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	35	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	2984	2614	90	911	0.9707	0.7416	0.8408	35	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	2922	2568	89	6015	0.9704	0.2992	0.4574	45	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	45	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	2922	2568	89	957	0.9704	0.7285	0.8322	45	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	2895	2550	89	6033	0.9702	0.2971	0.4549	50	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	50	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	2895	2550	89	975	0.9702	0.7234	0.8288	50	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	2842	2505	85	6078	0.971	0.2919	0.4489	60	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	60	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	2842	2505	85	1020	0.971	0.7106	0.8206	60	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	2738	2416	80	6167	0.9716	0.2815	0.4365	75	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	75	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	2738	2416	80	1109	0.9716	0.6854	0.8038	75	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	2639	2342	76	6241	0.972	0.2729	0.4262	90	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	90	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	2639	2342	76	1183	0.972	0.6644	0.7893	90	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	2591	2307	74	6276	0.9722	0.2688	0.4212	99	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	99	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	2591	2307	74	1218	0.9722	0.6545	0.7823	99	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	2552	2278	72	6305	0.9726	0.2654	0.417	110	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	110	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	2552	2278	72	1247	0.9726	0.6462	0.7765	110	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	2414	2168	66	6415	0.9734	0.2526	0.4011	133	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	133	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	2414	2168	66	1357	0.9734	0.615	0.7538	133	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	2224	2010	59	6573	0.9742	0.2342	0.3776	167	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	167	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	2224	2010	59	1515	0.9742	0.5702	0.7194	167	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	2093	1898	54	6685	0.9748	0.2211	0.3604	180	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	180	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	2093	1898	54	1627	0.9748	0.5384	0.6937	180	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	1752	1609	37	6974	0.9793	0.1875	0.3147	250	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	250	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	1752	1609	37	1916	0.9793	0.4565	0.6227	250	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	1338	1258	26	7325	0.9809	0.1466	0.2551	350	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	350	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	1338	1258	26	2267	0.9809	0.3569	0.5234	350	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	1001	965	16	7618	0.9843	0.1124	0.2018	450	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	450	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	1001	965	16	2560	0.9843	0.2738	0.4284	450	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	730	705	8	7878	0.9892	0.0821	0.1516	550	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	550	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	730	705	8	2820	0.9892	0.2	0.3327	550	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	562	542	2	8041	0.9965	0.0631	0.1187	650	hgsvc	svtyper	HG00733	nonrep	call	0.5
INS	0	0	0	5058	NA	0	NA	650	hgsvc	svtyper	HG00733	nonrep	call	0.5
DEL	562	542	2	2983	0.9965	0.1538	0.2665	650	hgsvc	svtyper	HG00733	nonrep	call	0.5
Total	1989	1667	727	5452	0.7323	0.2342	0.3549	0	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	0	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1989	1667	727	1247	0.7323	0.5721	0.6424	0	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1989	1667	727	5452	0.7323	0.2342	0.3549	2	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	2	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1989	1667	727	1247	0.7323	0.5721	0.6424	2	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1989	1667	727	5452	0.7323	0.2342	0.3549	3	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	3	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1989	1667	727	1247	0.7323	0.5721	0.6424	3	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1989	1667	727	5452	0.7323	0.2342	0.3549	4	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	4	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1989	1667	727	1247	0.7323	0.5721	0.6424	4	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1983	1661	724	5458	0.7325	0.2333	0.3539	5	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	5	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1983	1661	724	1253	0.7325	0.57	0.6411	5	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1977	1656	721	5463	0.7328	0.2326	0.3531	7	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	7	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1977	1656	721	1258	0.7328	0.5683	0.6402	7	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1967	1646	718	5473	0.7326	0.2312	0.3515	10	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	10	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1967	1646	718	1268	0.7326	0.5649	0.6379	10	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1967	1646	718	5473	0.7326	0.2312	0.3515	12	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	12	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1967	1646	718	1268	0.7326	0.5649	0.6379	12	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1959	1638	715	5481	0.7326	0.2301	0.3502	14	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	14	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1959	1638	715	1276	0.7326	0.5621	0.6361	14	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1931	1610	705	5509	0.7325	0.2262	0.3457	21	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	21	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1931	1610	705	1304	0.7325	0.5525	0.6299	21	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1910	1591	701	5528	0.7315	0.2235	0.3424	27	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	27	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1910	1591	701	1323	0.7315	0.546	0.6253	27	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1871	1558	684	5561	0.7323	0.2189	0.337	35	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	35	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1871	1558	684	1356	0.7323	0.5347	0.6181	35	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1837	1524	671	5595	0.7325	0.2141	0.3314	45	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	45	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1837	1524	671	1390	0.7325	0.523	0.6103	45	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1827	1514	663	5605	0.7337	0.2127	0.3298	50	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	50	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1827	1514	663	1400	0.7337	0.5196	0.6084	50	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1789	1478	651	5641	0.7332	0.2076	0.3236	60	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	60	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1789	1478	651	1436	0.7332	0.5072	0.5996	60	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1715	1416	630	5703	0.7313	0.1989	0.3127	75	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	75	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1715	1416	630	1498	0.7313	0.4859	0.5839	75	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1654	1365	602	5754	0.7332	0.1917	0.3039	90	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	90	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1654	1365	602	1549	0.7332	0.4684	0.5716	90	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1630	1342	590	5777	0.7342	0.1885	0.3	99	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	99	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1630	1342	590	1572	0.7342	0.4605	0.566	99	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1610	1322	579	5797	0.7355	0.1857	0.2965	110	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	110	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1610	1322	579	1592	0.7355	0.4537	0.5612	110	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1522	1247	546	5872	0.736	0.1752	0.283	133	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	133	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1522	1247	546	1667	0.736	0.4279	0.5412	133	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1399	1143	497	5976	0.7379	0.1606	0.2638	167	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	167	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1399	1143	497	1771	0.7379	0.3922	0.5122	167	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1304	1063	476	6056	0.7326	0.1493	0.248	180	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	180	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1304	1063	476	1851	0.7326	0.3648	0.4871	180	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	1089	877	406	6242	0.7284	0.1232	0.2108	250	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	250	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	1089	877	406	2037	0.7284	0.301	0.426	250	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	832	652	312	6467	0.7273	0.0916	0.1627	350	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	350	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	832	652	312	2262	0.7273	0.2237	0.3422	350	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	652	486	220	6633	0.7477	0.0683	0.1252	450	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	450	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	652	486	220	2428	0.7477	0.1668	0.2728	450	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	513	360	139	6759	0.7868	0.0506	0.0951	550	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	550	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	513	360	139	2554	0.7868	0.1235	0.2135	550	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	417	279	87	6840	0.8274	0.0392	0.0749	650	hgsvc	svtyper	HG00733	nonrep	geno	0.5
INS	0	0	0	4205	NA	0	NA	650	hgsvc	svtyper	HG00733	nonrep	geno	0.5
DEL	417	279	87	2635	0.8274	0.0957	0.1716	650	hgsvc	svtyper	HG00733	nonrep	geno	0.5
Total	5079	4199	287	22180	0.9465	0.1592	0.2726	0	hgsvc	svtyper	NA19240	all	call	0.5
INS	0	0	0	13452	NA	0	NA	0	hgsvc	svtyper	NA19240	all	call	0.5
DEL	5079	4199	287	8728	0.9465	0.3248	0.4836	0	hgsvc	svtyper	NA19240	all	call	0.5
Total	5079	4199	287	22180	0.9465	0.1592	0.2726	2	hgsvc	svtyper	NA19240	all	call	0.5
INS	0	0	0	13452	NA	0	NA	2	hgsvc	svtyper	NA19240	all	call	0.5
DEL	5079	4199	287	8728	0.9465	0.3248	0.4836	2	hgsvc	svtyper	NA19240	all	call	0.5
Total	5079	4199	287	22180	0.9465	0.1592	0.2726	3	hgsvc	svtyper	NA19240	all	call	0.5
INS	0	0	0	13452	NA	0	NA	3	hgsvc	svtyper	NA19240	all	call	0.5
DEL	5079	4199	287	8728	0.9465	0.3248	0.4836	3	hgsvc	svtyper	NA19240	all	call	0.5
Total	5079	4199	287	22180	0.9465	0.1592	0.2726	4	hgsvc	svtyper	NA19240	all	call	0.5
INS	0	0	0	13452	NA	0	NA	4	hgsvc	svtyper	NA19240	all	call	0.5
DEL	5079	4199	287	8728	0.9465	0.3248	0.4836	4	hgsvc	svtyper	NA19240	all	call	0.5
Total	5041	4171	282	22208	0.947	0.1581	0.271	5	hgsvc	svtyper	NA19240	all	call	0.5
INS	0	0	0	13452	NA	0	NA	5	hgsvc	svtyper	NA19240	all	call	0.5
DEL	5041	4171	282	8756	0.947	0.3227	0.4814	5	hgsvc	svtyper	NA19240	all	call	0.5
Total	5006	4135	276	22244	0.9477	0.1568	0.2691	7	hgsvc	svtyper	NA19240	all	call	0.5
INS	0	0	0	13452	NA	0	NA	7	hgsvc	svtyper	NA19240	all	call	0.5
DEL	5006	4135	276	8792	0.9477	0.3199	0.4783	7	hgsvc	svtyper	NA19240	all	call	0.5
Total	4971	4104	267	22275	0.949	0.1556	0.2674	10	hgsvc	svtyper	NA19240	all	call	0.5
INS	0	0	0	13452	NA	0	NA	10	hgsvc	svtyper	NA19240	all	call	0.5
DEL	4971	4104	267	8823	0.949	0.3175	0.4758	10	hgsvc	svtyper	NA19240	all	call	0.5
Total	4969	4103	267	22276	0.949	0.1555	0.2672	12	hgsvc	svtyper	NA19240	all	call	0.5
INS	0	0	0	13452	NA	0	NA	12	hgsvc	svtyper	NA19240	all	call	0.5
DEL	4969	4103	267	8824	0.949	0.3174	0.4757	12	hgsvc	svtyper	NA19240	all	call	0.5
Total	4940	4079	262	22300	0.9496	0.1546	0.2659	14	hgsvc	svtyper	NA19240	all	call	0.5
INS	0	0	0	13452	NA	0	NA	14	hgsvc	svtyper	NA19240	all	call	0.5
DEL	4940	4079	262	8848	0.9496	0.3155	0.4736	14	hgsvc	svtyper	NA19240	all	call	0.5
Total	4848	3995	247	22384	0.9515	0.1514	0.2612	21	hgsvc	svtyper	NA19240	all	call	0.5
INS	0	0	0	13452	NA	0	NA	21	hgsvc	svtyper	NA19240	all	call	0.5
DEL	4848	3995	247	8932	0.9515	0.309	0.4665	21	hgsvc	svtyper	NA19240	all	call	0.5
Total	4763	3919	239	22460	0.9522	0.1486	0.2571	27	hgsvc	svtyper	NA19240	all	call	0.5
INS	0	0	0	13452	NA	0	NA	27	hgsvc	svtyper	NA19240	all	call	0.5
DEL	4763	3919	239	9008	0.9522	0.3032	0.4599	27	hgsvc	svtyper	NA19240	all	call	0.5
Total	4657	3826	223	22553	0.9543	0.145	0.2517	35	hgsvc	svtyper	NA19240	all	call	0.5
INS	0	0	0	13452	NA	0	NA	35	hgsvc	svtyper	NA19240	all	call	0.5
