type	size	FN	FP	TP	TP.baseline	precision	recall	F1	exp	method	sample	region	eval	min.cov
INS	(600,800]	653	4	2	2	0.3333	0.0031	0.0061	hgsvc	delly	HG00733	all	geno	0.5
INS	(800,1e+03]	394	2	1	1	0.3333	0.0025	0.005	hgsvc	delly	HG00733	all	geno	0.5
INS	[50,100]	4830	597	553	509	0.4809	0.0953	0.1591	hgsvc	delly	HG00733	all	geno	0.5
DEL	(100,200]	237	9	266	246	0.9673	0.5093	0.6673	hgsvc	delly	HG00733	nonrep	call	0.5
DEL	(1e+03,2.5e+03]	111	8	202	182	0.9619	0.6212	0.7549	hgsvc	delly	HG00733	nonrep	call	0.5
DEL	(2.5e+03,5e+03]	65	5	90	85	0.9474	0.5667	0.7092	hgsvc	delly	HG00733	nonrep	call	0.5
DEL	(200,300]	82	9	228	218	0.962	0.7267	0.828	hgsvc	delly	HG00733	nonrep	call	0.5
DEL	(300,400]	97	46	1236	1090	0.9641	0.9183	0.9406	hgsvc	delly	HG00733	nonrep	call	0.5
DEL	(400,600]	49	5	109	103	0.9561	0.6776	0.7931	hgsvc	delly	HG00733	nonrep	call	0.5
DEL	(5e+03,Inf]	38	8	114	108	0.9344	0.7397	0.8257	hgsvc	delly	HG00733	nonrep	call	0.5
DEL	(600,800]	35	2	61	59	0.9683	0.6277	0.7617	hgsvc	delly	HG00733	nonrep	call	0.5
DEL	(800,1e+03]	39	4	64	58	0.9412	0.5979	0.7313	hgsvc	delly	HG00733	nonrep	call	0.5
DEL	[50,100]	324	20	330	299	0.9429	0.4799	0.6361	hgsvc	delly	HG00733	nonrep	call	0.5
INS	(100,200]	649	21	167	172	0.8883	0.2095	0.339	hgsvc	delly	HG00733	nonrep	call	0.5
INS	(1e+03,2.5e+03]	458	0	1	1	1	0.0022	0.0044	hgsvc	delly	HG00733	nonrep	call	0.5
INS	(2.5e+03,5e+03]	286	1	0	0	0	0	NA	hgsvc	delly	HG00733	nonrep	call	0.5
INS	(200,300]	322	4	74	72	0.9487	0.1827	0.3064	hgsvc	delly	HG00733	nonrep	call	0.5
INS	(300,400]	1007	8	248	248	0.9688	0.1976	0.3282	hgsvc	delly	HG00733	nonrep	call	0.5
INS	(400,600]	246	1	3	3	0.75	0.012	0.0236	hgsvc	delly	HG00733	nonrep	call	0.5
INS	(5e+03,Inf]	198	1	1	1	0.5	0.005	0.0099	hgsvc	delly	HG00733	nonrep	call	0.5
INS	(600,800]	215	0	0	3	NA	0.0138	NA	hgsvc	delly	HG00733	nonrep	call	0.5
INS	(800,1e+03]	143	0	0	0	NA	0	NA	hgsvc	delly	HG00733	nonrep	call	0.5
INS	[50,100]	558	102	511	476	0.8336	0.4603	0.5931	hgsvc	delly	HG00733	nonrep	call	0.5
DEL	(100,200]	234	42	201	148	0.8272	0.3874	0.5277	hgsvc	delly	HG00733	nonrep	geno	0.5
DEL	(1e+03,2.5e+03]	115	33	151	131	0.8207	0.5325	0.6459	hgsvc	delly	HG00733	nonrep	geno	0.5
DEL	(2.5e+03,5e+03]	69	15	70	65	0.8235	0.4851	0.6105	hgsvc	delly	HG00733	nonrep	geno	0.5
DEL	(200,300]	102	33	180	146	0.8451	0.5887	0.694	hgsvc	delly	HG00733	nonrep	geno	0.5
DEL	(300,400]	208	175	990	736	0.8498	0.7797	0.8132	hgsvc	delly	HG00733	nonrep	geno	0.5
DEL	(400,600]	61	17	86	67	0.835	0.5234	0.6435	hgsvc	delly	HG00733	nonrep	geno	0.5
DEL	(5e+03,Inf]	41	13	107	94	0.8917	0.6963	0.782	hgsvc	delly	HG00733	nonrep	geno	0.5
DEL	(600,800]	36	7	51	40	0.8793	0.5263	0.6585	hgsvc	delly	HG00733	nonrep	geno	0.5
DEL	(800,1e+03]	41	9	55	44	0.8594	0.5176	0.6461	hgsvc	delly	HG00733	nonrep	geno	0.5
DEL	[50,100]	333	67	233	203	0.7767	0.3787	0.5092	hgsvc	delly	HG00733	nonrep	geno	0.5
INS	(100,200]	584	58	124	119	0.6813	0.1693	0.2712	hgsvc	delly	HG00733	nonrep	geno	0.5
INS	(1e+03,2.5e+03]	333	1	0	0	0	0	NA	hgsvc	delly	HG00733	nonrep	geno	0.5
INS	(2.5e+03,5e+03]	208	1	0	0	0	0	NA	hgsvc	delly	HG00733	nonrep	geno	0.5
INS	(200,300]	281	16	63	55	0.7975	0.1637	0.2716	hgsvc	delly	HG00733	nonrep	geno	0.5
INS	(300,400]	872	27	223	216	0.892	0.1985	0.3247	hgsvc	delly	HG00733	nonrep	geno	0.5
INS	(400,600]	188	2	3	2	0.6	0.0105	0.0206	hgsvc	delly	HG00733	nonrep	geno	0.5
INS	(5e+03,Inf]	149	2	0	0	0	0	NA	hgsvc	delly	HG00733	nonrep	geno	0.5
INS	(600,800]	153	0	0	1	NA	0.0065	NA	hgsvc	delly	HG00733	nonrep	geno	0.5
INS	(800,1e+03]	104	0	0	0	NA	0	NA	hgsvc	delly	HG00733	nonrep	geno	0.5
INS	[50,100]	644	271	318	296	0.5399	0.3149	0.3978	hgsvc	delly	HG00733	nonrep	geno	0.5
DEL	(100,200]	1515	567	1746	1498	0.7549	0.4972	0.5995	hgsvc	delly	NA19240	all	call	0.5
DEL	(1e+03,2.5e+03]	286	37	354	312	0.9054	0.5217	0.662	hgsvc	delly	NA19240	all	call	0.5
DEL	(2.5e+03,5e+03]	124	19	179	156	0.904	0.5571	0.6894	hgsvc	delly	NA19240	all	call	0.5
DEL	(200,300]	550	152	569	529	0.7892	0.4903	0.6048	hgsvc	delly	NA19240	all	call	0.5
DEL	(300,400]	350	84	1704	1309	0.953	0.789	0.8633	hgsvc	delly	NA19240	all	call	0.5
DEL	(400,600]	273	49	251	237	0.8367	0.4647	0.5975	hgsvc	delly	NA19240	all	call	0.5
DEL	(5e+03,Inf]	113	18	154	142	0.8953	0.5569	0.6867	hgsvc	delly	NA19240	all	call	0.5
DEL	(600,800]	139	27	133	132	0.8312	0.4871	0.6142	hgsvc	delly	NA19240	all	call	0.5
DEL	(800,1e+03]	82	15	105	83	0.875	0.503	0.6388	hgsvc	delly	NA19240	all	call	0.5
DEL	[50,100]	2112	1405	3211	2985	0.6956	0.5856	0.6359	hgsvc	delly	NA19240	all	call	0.5
INS	(100,200]	2705	111	251	249	0.6934	0.0843	0.1503	hgsvc	delly	NA19240	all	call	0.5
INS	(1e+03,2.5e+03]	900	3	4	4	0.5714	0.0044	0.0087	hgsvc	delly	NA19240	all	call	0.5
INS	(2.5e+03,5e+03]	384	0	1	1	1	0.0026	0.0052	hgsvc	delly	NA19240	all	call	0.5
INS	(200,300]	1276	38	110	124	0.7432	0.0886	0.1583	hgsvc	delly	NA19240	all	call	0.5
INS	(300,400]	1444	60	277	267	0.822	0.156	0.2622	hgsvc	delly	NA19240	all	call	0.5
INS	(400,600]	779	7	8	9	0.5333	0.0114	0.0223	hgsvc	delly	NA19240	all	call	0.5
INS	(5e+03,Inf]	238	1	1	1	0.5	0.0042	0.0083	hgsvc	delly	NA19240	all	call	0.5
INS	(600,800]	542	1	3	6	0.75	0.0109	0.0215	hgsvc	delly	NA19240	all	call	0.5
INS	(800,1e+03]	314	0	2	2	1	0.0063	0.0125	hgsvc	delly	NA19240	all	call	0.5
INS	[50,100]	3508	531	736	699	0.5809	0.1662	0.2585	hgsvc	delly	NA19240	all	call	0.5
DEL	(100,200]	1825	1016	1186	1026	0.5386	0.3599	0.4315	hgsvc	delly	NA19240	all	geno	0.5
DEL	(1e+03,2.5e+03]	322	90	270	243	0.75	0.4301	0.5467	hgsvc	delly	NA19240	all	geno	0.5
DEL	(2.5e+03,5e+03]	140	37	146	130	0.7978	0.4815	0.6005	hgsvc	delly	NA19240	all	geno	0.5
DEL	(200,300]	633	287	392	388	0.5773	0.38	0.4583	hgsvc	delly	NA19240	all	geno	0.5
DEL	(300,400]	569	338	1291	1025	0.7925	0.643	0.71	hgsvc	delly	NA19240	all	geno	0.5
DEL	(400,600]	312	108	170	166	0.6115	0.3473	0.443	hgsvc	delly	NA19240	all	geno	0.5
DEL	(5e+03,Inf]	122	31	128	124	0.805	0.5041	0.62	hgsvc	delly	NA19240	all	geno	0.5
DEL	(600,800]	144	40	112	108	0.7368	0.4286	0.5419	hgsvc	delly	NA19240	all	geno	0.5
DEL	(800,1e+03]	104	34	77	64	0.6937	0.381	0.4919	hgsvc	delly	NA19240	all	geno	0.5
DEL	[50,100]	2727	2205	2165	2109	0.4954	0.4361	0.4639	hgsvc	delly	NA19240	all	geno	0.5
INS	(100,200]	2304	164	185	164	0.5301	0.0665	0.1182	hgsvc	delly	NA19240	all	geno	0.5
INS	(1e+03,2.5e+03]	673	3	4	3	0.5714	0.0044	0.0087	hgsvc	delly	NA19240	all	geno	0.5
INS	(2.5e+03,5e+03]	293	1	0	0	0	0	NA	hgsvc	delly	NA19240	all	geno	0.5
INS	(200,300]	1066	53	94	97	0.6395	0.0834	0.1476	hgsvc	delly	NA19240	all	geno	0.5
INS	(300,400]	1222	82	237	230	0.7429	0.1584	0.2611	hgsvc	delly	NA19240	all	geno	0.5
INS	(400,600]	618	14	3	3	0.1765	0.0048	0.0093	hgsvc	delly	NA19240	all	geno	0.5
INS	(5e+03,Inf]	177	2	0	0	0	0	NA	hgsvc	delly	NA19240	all	geno	0.5
INS	(600,800]	425	2	2	2	0.5	0.0047	0.0093	hgsvc	delly	NA19240	all	geno	0.5
INS	(800,1e+03]	245	1	1	1	0.5	0.0041	0.0081	hgsvc	delly	NA19240	all	geno	0.5
INS	[50,100]	3186	721	476	440	0.3977	0.1213	0.1859	hgsvc	delly	NA19240	all	geno	0.5
DEL	(100,200]	213	13	313	248	0.9601	0.538	0.6896	hgsvc	delly	NA19240	nonrep	call	0.5
DEL	(1e+03,2.5e+03]	125	11	214	183	0.9511	0.5942	0.7314	hgsvc	delly	NA19240	nonrep	call	0.5
DEL	(2.5e+03,5e+03]	67	10	101	90	0.9099	0.5732	0.7033	hgsvc	delly	NA19240	nonrep	call	0.5
DEL	(200,300]	88	9	231	194	0.9625	0.6879	0.8024	hgsvc	delly	NA19240	nonrep	call	0.5
DEL	(300,400]	93	28	1420	1068	0.9807	0.9199	0.9493	hgsvc	delly	NA19240	nonrep	call	0.5
DEL	(400,600]	63	4	117	91	0.9669	0.5909	0.7335	hgsvc	delly	NA19240	nonrep	call	0.5
DEL	(5e+03,Inf]	36	13	117	104	0.9	0.7429	0.8139	hgsvc	delly	NA19240	nonrep	call	0.5
DEL	(600,800]	47	0	71	63	1	0.5727	0.7283	hgsvc	delly	NA19240	nonrep	call	0.5
DEL	(800,1e+03]	38	2	68	53	0.9714	0.5824	0.7282	hgsvc	delly	NA19240	nonrep	call	0.5
DEL	[50,100]	219	20	350	308	0.9459	0.5844	0.7225	hgsvc	delly	NA19240	nonrep	call	0.5
INS	(100,200]	499	49	152	150	0.7562	0.2311	0.354	hgsvc	delly	NA19240	nonrep	call	0.5
INS	(1e+03,2.5e+03]	467	1	1	0	0.5	0	0	hgsvc	delly	NA19240	nonrep	call	0.5
INS	(2.5e+03,5e+03]	274	0	1	1	1	0.0036	0.0072	hgsvc	delly	NA19240	nonrep	call	0.5
INS	(200,300]	317	17	89	96	0.8396	0.2324	0.364	hgsvc	delly	NA19240	nonrep	call	0.5
INS	(300,400]	876	52	264	256	0.8354	0.2261	0.3559	hgsvc	delly	NA19240	nonrep	call	0.5
INS	(400,600]	204	0	7	6	1	0.0286	0.0556	hgsvc	delly	NA19240	nonrep	call	0.5
INS	(5e+03,Inf]	185	1	1	1	0.5	0.0054	0.0107	hgsvc	delly	NA19240	nonrep	call	0.5
INS	(600,800]	192	0	0	1	NA	0.0052	NA	hgsvc	delly	NA19240	nonrep	call	0.5
INS	(800,1e+03]	118	0	0	0	NA	0	NA	hgsvc	delly	NA19240	nonrep	call	0.5
INS	[50,100]	422	227	406	394	0.6414	0.4828	0.5509	hgsvc	delly	NA19240	nonrep	call	0.5
DEL	(100,200]	231	56	236	198	0.8082	0.4615	0.5875	hgsvc	delly	NA19240	nonrep	geno	0.5
DEL	(1e+03,2.5e+03]	140	33	170	154	0.8374	0.5238	0.6445	hgsvc	delly	NA19240	nonrep	geno	0.5
DEL	(2.5e+03,5e+03]	78	20	82	77	0.8039	0.4968	0.6141	hgsvc	delly	NA19240	nonrep	geno	0.5
DEL	(200,300]	111	33	185	153	0.8486	0.5795	0.6887	hgsvc	delly	NA19240	nonrep	geno	0.5
DEL	(300,400]	257	209	1096	858	0.8398	0.7695	0.8031	hgsvc	delly	NA19240	nonrep	geno	0.5
DEL	(400,600]	78	25	80	69	0.7619	0.4694	0.5809	hgsvc	delly	NA19240	nonrep	geno	0.5
DEL	(5e+03,Inf]	47	22	97	92	0.8151	0.6619	0.7306	hgsvc	delly	NA19240	nonrep	geno	0.5
DEL	(600,800]	46	5	61	53	0.9242	0.5354	0.678	hgsvc	delly	NA19240	nonrep	geno	0.5
DEL	(800,1e+03]	48	11	52	44	0.8254	0.4783	0.6056	hgsvc	delly	NA19240	nonrep	geno	0.5
DEL	[50,100]	261	77	250	239	0.7645	0.478	0.5882	hgsvc	delly	NA19240	nonrep	geno	0.5
INS	(100,200]	412	72	120	111	0.625	0.2122	0.3168	hgsvc	delly	NA19240	nonrep	geno	0.5
INS	(1e+03,2.5e+03]	316	1	1	0	0.5	0	0	hgsvc	delly	NA19240	nonrep	geno	0.5
INS	(2.5e+03,5e+03]	191	1	0	0	0	0	NA	hgsvc	delly	NA19240	nonrep	geno	0.5
INS	(200,300]	267	27	78	83	0.7429	0.2371	0.3595	hgsvc	delly	NA19240	nonrep	geno	0.5
INS	(300,400]	716	69	228	221	0.7677	0.2359	0.3609	hgsvc	delly	NA19240	nonrep	geno	0.5
INS	(400,600]	153	7	3	2	0.3	0.0129	0.0247	hgsvc	delly	NA19240	nonrep	geno	0.5
INS	(5e+03,Inf]	131	2	0	0	0	0	NA	hgsvc	delly	NA19240	nonrep	geno	0.5
INS	(600,800]	125	0	0	0	NA	0	NA	hgsvc	delly	NA19240	nonrep	geno	0.5
INS	(800,1e+03]	83	0	0	0	NA	0	NA	hgsvc	delly	NA19240	nonrep	geno	0.5
INS	[50,100]	422	312	298	281	0.4885	0.3997	0.4397	hgsvc	delly	NA19240	nonrep	geno	0.5
DEL	(100,200]	875	704	1960	1705	0.7357	0.6609	0.6963	hgsvc	paragraph	HG00514	all	call	0.5
DEL	(1e+03,2.5e+03]	163	67	469	399	0.875	0.71	0.7839	hgsvc	paragraph	HG00514	all	call	0.5
DEL	(2.5e+03,5e+03]	56	19	227	202	0.9228	0.7829	0.8471	hgsvc	paragraph	HG00514	all	call	0.5
DEL	(200,300]	279	202	782	681	0.7947	0.7094	0.7496	hgsvc	paragraph	HG00514	all	call	0.5
DEL	(300,400]	204	158	1677	1414	0.9139	0.8739	0.8935	hgsvc	paragraph	HG00514	all	call	0.5
DEL	(400,600]	138	96	359	301	0.789	0.6856	0.7337	hgsvc	paragraph	HG00514	all	call	0.5
DEL	(5e+03,Inf]	67	21	206	191	0.9075	0.7403	0.8154	hgsvc	paragraph	HG00514	all	call	0.5
DEL	(600,800]	90	42	185	161	0.815	0.6414	0.7179	hgsvc	paragraph	HG00514	all	call	0.5
DEL	(800,1e+03]	41	28	143	124	0.8363	0.7515	0.7916	hgsvc	paragraph	HG00514	all	call	0.5
DEL	[50,100]	1308	1737	3666	3174	0.6785	0.7082	0.693	hgsvc	paragraph	HG00514	all	call	0.5
INS	(100,200]	780	1853	4022	3299	0.6846	0.8088	0.7415	hgsvc	paragraph	HG00514	all	call	0.5
INS	(1e+03,2.5e+03]	171	330	1080	849	0.766	0.8324	0.7978	hgsvc	paragraph	HG00514	all	call	0.5
INS	(2.5e+03,5e+03]	81	101	380	332	0.79	0.8039	0.7969	hgsvc	paragraph	HG00514	all	call	0.5
INS	(200,300]	424	743	1647	1351	0.6891	0.7611	0.7233	hgsvc	paragraph	HG00514	all	call	0.5
INS	(300,400]	538	500	1893	1540	0.7911	0.7411	0.7653	hgsvc	paragraph	HG00514	all	call	0.5
INS	(400,600]	197	485	1225	965	0.7164	0.8305	0.7692	hgsvc	paragraph	HG00514	all	call	0.5
INS	(5e+03,Inf]	63	63	187	173	0.748	0.7331	0.7405	hgsvc	paragraph	HG00514	all	call	0.5
INS	(600,800]	101	299	794	599	0.7264	0.8557	0.7858	hgsvc	paragraph	HG00514	all	call	0.5
INS	(800,1e+03]	67	139	476	353	0.774	0.8405	0.8059	hgsvc	paragraph	HG00514	all	call	0.5
INS	[50,100]	1153	2889	5181	4475	0.642	0.7951	0.7104	hgsvc	paragraph	HG00514	all	call	0.5
DEL	(100,200]	1124	1127	1328	1178	0.5409	0.5117	0.5259	hgsvc	paragraph	HG00514	all	geno	0.5
DEL	(1e+03,2.5e+03]	216	143	342	267	0.7052	0.5528	0.6198	hgsvc	paragraph	HG00514	all	geno	0.5
DEL	(2.5e+03,5e+03]	82	53	174	141	0.7665	0.6323	0.693	hgsvc	paragraph	HG00514	all	geno	0.5
DEL	(200,300]	386	382	533	457	0.5825	0.5421	0.5616	hgsvc	paragraph	HG00514	all	geno	0.5
DEL	(300,400]	424	478	1200	907	0.7151	0.6814	0.6978	hgsvc	paragraph	HG00514	all	geno	0.5
DEL	(400,600]	178	171	237	206	0.5809	0.5365	0.5578	hgsvc	paragraph	HG00514	all	geno	0.5
DEL	(5e+03,Inf]	81	46	166	146	0.783	0.6432	0.7062	hgsvc	paragraph	HG00514	all	geno	0.5
DEL	(600,800]	110	80	130	106	0.619	0.4907	0.5474	hgsvc	paragraph	HG00514	all	geno	0.5
DEL	(800,1e+03]	50	50	108	87	0.6835	0.635	0.6584	hgsvc	paragraph	HG00514	all	geno	0.5
DEL	[50,100]	1862	2476	2443	2200	0.4966	0.5416	0.5181	hgsvc	paragraph	HG00514	all	geno	0.5
INS	(100,200]	1529	3049	2044	1849	0.4013	0.5474	0.4631	hgsvc	paragraph	HG00514	all	geno	0.5
INS	(1e+03,2.5e+03]	360	667	544	477	0.4492	0.5699	0.5024	hgsvc	paragraph	HG00514	all	geno	0.5
INS	(2.5e+03,5e+03]	136	192	208	192	0.52	0.5854	0.5508	hgsvc	paragraph	HG00514	all	geno	0.5
INS	(200,300]	756	1281	819	768	0.39	0.5039	0.4397	hgsvc	paragraph	HG00514	all	geno	0.5
INS	(300,400]	800	937	1074	962	0.5341	0.546	0.54	hgsvc	paragraph	HG00514	all	geno	0.5
INS	(400,600]	434	869	598	533	0.4076	0.5512	0.4686	hgsvc	paragraph	HG00514	all	geno	0.5
INS	(5e+03,Inf]	104	117	95	87	0.4481	0.4555	0.4518	hgsvc	paragraph	HG00514	all	geno	0.5
INS	(600,800]	250	560	364	299	0.3939	0.5446	0.4572	hgsvc	paragraph	HG00514	all	geno	0.5
INS	(800,1e+03]	158	298	238	189	0.444	0.5447	0.4892	hgsvc	paragraph	HG00514	all	geno	0.5
INS	[50,100]	2249	4368	2796	2688	0.3903	0.5445	0.4547	hgsvc	paragraph	HG00514	all	geno	0.5
DEL	(100,200]	116	5	357	313	0.9862	0.7296	0.8387	hgsvc	paragraph	HG00514	nonrep	call	0.5
DEL	(1e+03,2.5e+03]	57	12	300	256	0.9615	0.8179	0.8839	hgsvc	paragraph	HG00514	nonrep	call	0.5
DEL	(2.5e+03,5e+03]	19	7	153	137	0.9562	0.8782	0.9155	hgsvc	paragraph	HG00514	nonrep	call	0.5
DEL	(200,300]	43	6	271	233	0.9783	0.8442	0.9063	hgsvc	paragraph	HG00514	nonrep	call	0.5
DEL	(300,400]	39	51	1342	1125	0.9634	0.9665	0.9649	hgsvc	paragraph	HG00514	nonrep	call	0.5
DEL	(400,600]	43	7	141	119	0.9527	0.7346	0.8296	hgsvc	paragraph	HG00514	nonrep	call	0.5
DEL	(5e+03,Inf]	14	8	144	132	0.9474	0.9041	0.9252	hgsvc	paragraph	HG00514	nonrep	call	0.5
DEL	(600,800]	23	0	82	69	1	0.75	0.8571	hgsvc	paragraph	HG00514	nonrep	call	0.5
DEL	(800,1e+03]	10	4	86	76	0.9556	0.8837	0.9182	hgsvc	paragraph	HG00514	nonrep	call	0.5
DEL	[50,100]	143	24	417	373	0.9456	0.7229	0.8194	hgsvc	paragraph	HG00514	nonrep	call	0.5
INS	(100,200]	145	103	655	612	0.8641	0.8085	0.8354	hgsvc	paragraph	HG00514	nonrep	call	0.5
INS	(1e+03,2.5e+03]	81	42	435	382	0.9119	0.8251	0.8663	hgsvc	paragraph	HG00514	nonrep	call	0.5
INS	(2.5e+03,5e+03]	49	13	261	241	0.9526	0.831	0.8877	hgsvc	paragraph	HG00514	nonrep	call	0.5
INS	(200,300]	114	34	248	244	0.8794	0.6816	0.768	hgsvc	paragraph	HG00514	nonrep	call	0.5
INS	(300,400]	343	58	968	851	0.9435	0.7127	0.812	hgsvc	paragraph	HG00514	nonrep	call	0.5
INS	(400,600]	37	22	223	203	0.9102	0.8458	0.8768	hgsvc	paragraph	HG00514	nonrep	call	0.5
INS	(5e+03,Inf]	37	30	137	128	0.8204	0.7758	0.7975	hgsvc	paragraph	HG00514	nonrep	call	0.5
INS	(600,800]	27	11	207	176	0.9495	0.867	0.9064	hgsvc	paragraph	HG00514	nonrep	call	0.5
INS	(800,1e+03]	24	3	139	127	0.9789	0.8411	0.9048	hgsvc	paragraph	HG00514	nonrep	call	0.5
INS	[50,100]	132	175	885	838	0.8349	0.8639	0.8492	hgsvc	paragraph	HG00514	nonrep	call	0.5
DEL	(100,200]	155	56	264	198	0.825	0.5609	0.6678	hgsvc	paragraph	HG00514	nonrep	geno	0.5
DEL	(1e+03,2.5e+03]	89	53	222	167	0.8073	0.6523	0.7216	hgsvc	paragraph	HG00514	nonrep	geno	0.5
DEL	(2.5e+03,5e+03]	37	28	119	98	0.8095	0.7259	0.7654	hgsvc	paragraph	HG00514	nonrep	geno	0.5
DEL	(200,300]	81	55	188	149	0.7737	0.6478	0.7052	hgsvc	paragraph	HG00514	nonrep	geno	0.5
DEL	(300,400]	211	282	982	714	0.7769	0.7719	0.7744	hgsvc	paragraph	HG00514	nonrep	geno	0.5
DEL	(400,600]	51	25	101	75	0.8016	0.5952	0.6832	hgsvc	paragraph	HG00514	nonrep	geno	0.5
DEL	(5e+03,Inf]	28	24	120	104	0.8333	0.7879	0.81	hgsvc	paragraph	HG00514	nonrep	geno	0.5
DEL	(600,800]	30	14	61	43	0.8133	0.589	0.6832	hgsvc	paragraph	HG00514	nonrep	geno	0.5
DEL	(800,1e+03]	15	13	68	53	0.8395	0.7794	0.8083	hgsvc	paragraph	HG00514	nonrep	geno	0.5
DEL	[50,100]	188	86	310	251	0.7828	0.5718	0.6609	hgsvc	paragraph	HG00514	nonrep	geno	0.5
INS	(100,200]	264	287	402	375	0.5835	0.5869	0.5852	hgsvc	paragraph	HG00514	nonrep	geno	0.5
INS	(1e+03,2.5e+03]	133	122	231	212	0.6544	0.6145	0.6338	hgsvc	paragraph	HG00514	nonrep	geno	0.5
INS	(2.5e+03,5e+03]	75	55	154	139	0.7368	0.6495	0.6904	hgsvc	paragraph	HG00514	nonrep	geno	0.5
INS	(200,300]	148	104	162	142	0.609	0.4897	0.5429	hgsvc	paragraph	HG00514	nonrep	geno	0.5
INS	(300,400]	430	186	626	579	0.7709	0.5738	0.6579	hgsvc	paragraph	HG00514	nonrep	geno	0.5
INS	(400,600]	76	72	121	107	0.6269	0.5847	0.6051	hgsvc	paragraph	HG00514	nonrep	geno	0.5
INS	(5e+03,Inf]	63	62	69	64	0.5267	0.5039	0.515	hgsvc	paragraph	HG00514	nonrep	geno	0.5
INS	(600,800]	59	60	99	83	0.6226	0.5845	0.6029	hgsvc	paragraph	HG00514	nonrep	geno	0.5
INS	(800,1e+03]	42	36	74	69	0.6727	0.6216	0.6461	hgsvc	paragraph	HG00514	nonrep	geno	0.5
INS	[50,100]	310	400	601	558	0.6004	0.6429	0.6209	hgsvc	paragraph	HG00514	nonrep	geno	0.5
DEL	(100,200]	981	630	2059	1789	0.7657	0.6458	0.7007	hgsvc	paragraph	HG00733	all	call	0.5
DEL	(1e+03,2.5e+03]	180	65	465	399	0.8774	0.6891	0.7719	hgsvc	paragraph	HG00733	all	call	0.5
DEL	(2.5e+03,5e+03]	70	9	225	202	0.9615	0.7426	0.838	hgsvc	paragraph	HG00733	all	call	0.5
DEL	(200,300]	322	183	800	703	0.8138	0.6859	0.7444	hgsvc	paragraph	HG00733	all	call	0.5
DEL	(300,400]	215	148	1733	1470	0.9213	0.8724	0.8962	hgsvc	paragraph	HG00733	all	call	0.5
DEL	(400,600]	142	93	368	321	0.7983	0.6933	0.7421	hgsvc	paragraph	HG00733	all	call	0.5
DEL	(5e+03,Inf]	74	18	206	186	0.9196	0.7154	0.8047	hgsvc	paragraph	HG00733	all	call	0.5
DEL	(600,800]	88	37	172	151	0.823	0.6318	0.7148	hgsvc	paragraph	HG00733	all	call	0.5
DEL	(800,1e+03]	52	19	157	133	0.892	0.7189	0.7961	hgsvc	paragraph	HG00733	all	call	0.5
DEL	[50,100]	1561	1500	3932	3368	0.7239	0.6833	0.703	hgsvc	paragraph	HG00733	all	call	0.5
INS	(100,200]	915	1606	4220	3520	0.7243	0.7937	0.7574	hgsvc	paragraph	HG00733	all	call	0.5
INS	(1e+03,2.5e+03]	226	252	1141	948	0.8191	0.8075	0.8133	hgsvc	paragraph	HG00733	all	call	0.5
INS	(2.5e+03,5e+03]	102	65	409	353	0.8629	0.7758	0.817	hgsvc	paragraph	HG00733	all	call	0.5
INS	(200,300]	490	694	1696	1401	0.7096	0.7409	0.7249	hgsvc	paragraph	HG00733	all	call	0.5
INS	(300,400]	589	395	1998	1681	0.8349	0.7405	0.7849	hgsvc	paragraph	HG00733	all	call	0.5
INS	(400,600]	229	379	1329	1071	0.7781	0.8238	0.8003	hgsvc	paragraph	HG00733	all	call	0.5
INS	(5e+03,Inf]	68	45	226	220	0.8339	0.7639	0.7974	hgsvc	paragraph	HG00733	all	call	0.5
INS	(600,800]	154	206	894	684	0.8127	0.8162	0.8144	hgsvc	paragraph	HG00733	all	call	0.5
INS	(800,1e+03]	64	122	493	401	0.8016	0.8624	0.8309	hgsvc	paragraph	HG00733	all	call	0.5
INS	[50,100]	1197	2477	5687	4861	0.6966	0.8024	0.7458	hgsvc	paragraph	HG00733	all	call	0.5
DEL	(100,200]	1233	1070	1387	1213	0.5645	0.4959	0.528	hgsvc	paragraph	HG00733	all	geno	0.5
DEL	(1e+03,2.5e+03]	230	149	315	266	0.6789	0.5363	0.5992	hgsvc	paragraph	HG00733	all	geno	0.5
DEL	(2.5e+03,5e+03]	96	42	170	144	0.8019	0.6	0.6864	hgsvc	paragraph	HG00733	all	geno	0.5
DEL	(200,300]	442	373	542	477	0.5923	0.519	0.5532	hgsvc	paragraph	HG00733	all	geno	0.5
DEL	(300,400]	422	458	1265	956	0.7342	0.6938	0.7134	hgsvc	paragraph	HG00733	all	geno	0.5
DEL	(400,600]	188	172	252	222	0.5943	0.5415	0.5667	hgsvc	paragraph	HG00733	all	geno	0.5
DEL	(5e+03,Inf]	84	44	168	152	0.7925	0.6441	0.7106	hgsvc	paragraph	HG00733	all	geno	0.5
DEL	(600,800]	108	60	132	99	0.6875	0.4783	0.5641	hgsvc	paragraph	HG00733	all	geno	0.5
DEL	(800,1e+03]	62	44	119	98	0.7301	0.6125	0.6661	hgsvc	paragraph	HG00733	all	geno	0.5
DEL	[50,100]	2068	2318	2635	2380	0.532	0.5351	0.5335	hgsvc	paragraph	HG00733	all	geno	0.5
INS	(100,200]	1672	2806	2246	2057	0.4446	0.5516	0.4924	hgsvc	paragraph	HG00733	all	geno	0.5
